,Review main body,char_count,word_count,sentiment
1016,drama gives big feeling full character character especially korean women germany protagonist male ii ali quite good second creepy concept promoted drama equal competition weak people cant live outside world important 456 people one dead unfair dont think,387,69,Positive
1020,911 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ may wish _ western democratic system according _ man _ social _ current _ governance system pick _ read ____ giant tower __ __ feel _____  _  __ democracy _ home program _ _ important stand _,469,164,Positive
1021,society like huge machine pyramid structure consisting countless individuals alone tiny parts machine pyramid society simply divided three layers bottom middle upper layer 456 participants play belong underlying largest population base largest risks wave social development easier manipulate red man black mask one,441,75,Positive
1024,regardless movie series novel even news main line protagonist must three views column search even  must incarnation pure soul beforehand hacking one frankly unselfish anything qing qing white unselfish,331,61,Positive
1026,fortunately read last episode long time spit long time see everyone douban long time think everyone good logic really everywhere everyone every person everyone seven seven eight eights also written put mobile phone suddenly thought roots plot pushed certain extent,383,71,Positive
1027,man asking want cruel answer wants come order happy people cruel good reality ancient romes beasts ancient use prisoners hunting kinds cruelty arrogant alive people solve temperature fullness pursuit material spiritual yearning easy become mad,404,75,Positive
1033,li zhengzais script felt good __ plus someone said looked tv series ins forgotten nice want everyone see also see sure enough still good screenwriter still worrying many careful thinking details scene also modern also brought drama everyones character clear comparison,402,73,Positive
1034,korean _____ english squidgame original drama netflix korea broadcast 2021 drama nanhan mountain city furnace huang donghe directive screenwriter telling story happened mysterious survival show bonus 456 billion yuan bonuses netflix september 17 2021,355,56,Positive
1036,_ open order pull high human nature exciting far excitement opening two people mutual unfortunately eve night would like join jiang xiao kill cheng xun sleeping suddenly winning final victory,311,60,Positive
1037,article spoiler careful friend likes theme like many years ago seen fraudulent taken japan also similar set full character plot conflict exciting bold speculation second episode seventh episode clear analyzed analysis analysis hidden,418,78,Positive
1042,reading able high fall feel sixth episode hit first tell contestant death dead enough meaning according police meaning police representative cant stand position almost impact plot crushing glass also tied jiang xiao hard,441,90,Positive
1043,spent two days post nine episodes unlike ordinary big escape scripts koreas screenwriter novel plot looks childhood 123 wood people tug jumping house marble etc played games everyone still warm selfrecalling childhood plot picture terrible ghosts heart,368,63,Positive
1046,jiang xiao zhiying never slept heart island surrounded boundless waves waters also flow economic island endless dreams girls see dirty beautiful world 200 drama praised spoken spoken spoken spoken spoiler would like say say give threestar half star gives scene star gives actor star supporting angle,462,86,Positive
1047,started looking drama confused name reading first episode thought korean children everyone played although dont know representative korean children representative society society complex east,353,63,Positive
1049,review key depression unopened friend please move first identification friends seen drama nafei main guide investment sufficient card gathered director relies street undoubted quite favorite bidding impulse reason plot obvious many episodes suggest much sound play also frequent example first episodes judged old man suspected behind scene 12,518,88,Positive
1051,drama front bad last two episodes collapsed cause collapse something else male owner ranked male owner set words logic set male owner collapsed film works must need logic words need get audiences concession substitution need logic meets scope normal human understanding note drama,441,81,Positive
1055,honest lot things explained many things understood understand give message answer old man 001 male protagonist 456 whether actor first champion second thing old man said create bored peers order find fun strong,416,84,Positive
1056,1 didnt recognize li zhengzai person simply subversive father body know mother tetanous last final said see daughter also good voice see jiang xiao first episode stolen gambling horse win money dead see mother,326,61,Positive
1061,remember two books brothers table one desire theory one renemagrete desire interact including dreams greed renemagrete surrealist painter describe contradictions subconscious life death past future truthfully illusion participants people lost souls past,361,56,Positive
1062,talk korean drama today tablets squidgame roundsix 2021 sixth round alias september 17 netflix streaming medium 190 national countries chinas furnace director huang donghes new original drama story focusing human origin social class gap causing broadcaster warming group people 456 billion,381,60,Positive
1064,themes big escapes disparity host behindthescenes contestants status gap large humans anti last life opportunity last reward huge bonus final winners deprived behindthescenes behindthescenes cold sly cruel dont follow agreement,390,66,Positive
1065,sports division comes review poor reference full full drama see destroyed sweet li dadei suitable viewing inside shoujun drama stupid sweet also uncles acting hold finally swollen pink hair swollen almost smart especially last,344,64,Positive
1066,end 9th episode old man lying bed said poor family wealthy people body point sentence seems reasonable rich life meet desires want desire poor satisfied living end boring like reasonable old man also,362,73,Positive
1067,admit show excited let go background setting mainly mysterious people male master tried rush screen said protagonist really much want say protagonist virgin intelligence precision weak chicken money wins money stolen 20000 less protagonist consider alarm give daughter gift demolished advance,463,87,Positive
1068,dont think last foremost last night recalled thing remember huang junyi adjacent foreign old men like watch handsome guys especially uniform thief feel red garment also handsome whole drama innocent top 6 episodes still good feeling seventh episode man stupid zhi yong still want good job,422,81,Positive
1072,core greedy good trust betray experience formation behavior behavior character behavior desire everything written didnt catch point even end inexplicably easiest beginning describes many past experiences protagonist obsessed mother daughter beginning points affect protagonist behavior even one,422,66,Positive
1073,finished drama cant wait think various net reviews unexpectedly audience flat full details vulnerability make people tongue characters set thousands protagonists plots standing plot feet extensive ending typical korean drama spit man sprayed properly holy girl one,390,68,Positive
1075,directed furnace director huang donghe shandi li zhengzai starring kong liu li bingxian passenger string actors lineup strong plot also bloody takes life gamble fresh japans big escape alice country gambling apocalypse united states hunger heart panic repeated wind,402,65,Positive
1076,spent two days post nine episodes unlike ordinary big escape scripts koreas screenwriter novel plot looks childhood 123 wood people tug jumping house marble etc played games everyone still warm selfrecalling childhood plot picture terrible ghosts heart,368,63,Positive
1077,natural selection survival fittest law nature complicated human group nature people step bodies kind troubled group people huge debt mysterious places young old men women fraud stealing robbery gambling fry futures failed loans,402,73,Positive
1078,think last thing winner pity group vip behind animal mask storyline complicated even slightly old sets similar scenes hunger games shown one point south koreas film television better painting humanity concerned individual group selection life life brought feelings entangled,454,82,Positive
1082,hot suspense korean drama heard plot 456 people play games alive think similar scamming games friends games robbing result took liberty reading mood cant calm long time fighting work fight wisdom,393,76,Positive
1084,biggest feature korean film works also relatively weak plot relatively weak plot matter ironic example existence squares english communication reasonable ordinary _ silk physical iq ordinary people family background,327,61,Positive
1086,wow please let call net fly father netflix opened rhythm korean drama stopped one black horse drama kingdom human classroom sweet home reason argument dp escapement draming order day day next black horse come ___,334,60,Positive
1087,male owners 456 representative ended first time 4560000 gardens gardens staff 10000 tip last manager said gamma finally 456 billion everyone behalf paintings 100 million wall wall woman saw cooked pipeline games eating drama,411,80,Positive
1088,reality family thin foreigner thick still good person parents said words impatient going go back degrading parents feelings parents outside pay special attention social order afraid cause trouble seems people people order maintain socalled,430,81,Positive
1089,painting wind gameplay started attractive especially star daxie made liu liu fascinating chasing 9 episodes one night slot full reading,207,35,Positive
1093,first episode visual feels plagiarized lot similar comic tv series second episode people go script suddenly rising suddenly surpass lot tv series actually unfair set shape lot personalities unsuitable complicated human nature always thought go dark results discussed outcome dont say first,424,77,Positive
1094,say whole drama facing gambling silent records copying copying horizontal thinking others gambling silent records first scissors stone cloth designed get one two wood people get paste protagonist shape also completely compared silent record bad gambling still virgin hate say plot copied,429,79,Positive
1095,overall 85 points bit low first give 5star grand little 1 image virgin image attacked people fact manners performance normal description characters film television often highlights mans performance male master normal mans performance normal thing people distress virgin good thing,432,79,Positive
1096,cant see light hide island pulling hunger spectacular time timeline card advanced technology make rich cerebral cave suspect games budget spent players freight therefore level design simple balls banknote didnt think lot money mistakes didnt seem,454,85,Positive
1097,li zhengiza passed several movies dramas character unconvil charm killer evil kimono say new worlds plums mens male view king behalf save question unique charm actor live role true active exploding time handed,398,81,Positive
1098,may police think feel handsome feel huang police officer role screening auxiliary police colin seems like playsmart entire career seems make achievements screenwriter makes ending seem sad woman meeting order obtain information related case,403,76,Positive
1099,theme big escape afraid slow rhythm slow rhythm director pays attention characters image characters deep 9 episodes impression characters almost zero following spoiler even finally didnt like character didnt good relationship character especially male really speechless finally mans attitude towards male second,476,81,Positive
1102,cool film actors acting say character person characterized good character simple condensed simplest makes people feel play killing people design also testing humanity plot fact 2021 novel plot bug bit example mysterious organization safety measures big even,453,84,Positive
1103,many years ago long forgot remember highyield year temple father father antan biography xiao sign etc huayuan wan jia qi really classic era classic audience also high generation audience sit quietly cinema complete peace mind reading drama even scene,361,65,Positive
1104,35 separately give kong lius face _ half star __ life death games still good play order highlight male complexity rendering enough dont always make trouble male owner although various struggles entangles change layer addition final outbreak explode layers completely whole,401,70,Positive
1105,humanity tested dont look drama internet seems moral trial court slightly complicated person cant escape sanctions people hearty heart father hypocity today dont seem admit person greedy lazy simultaneously warns little conscience forced become rational economy everyone,370,61,Positive
1107,see original gambling hypotonic record good time see fraudulent human nature speak brain brain talk brain talk bursting rice flower __course feels cool however necessary look japan japan see japan addition image quality new active script bunch two opera,418,80,Positive
1111,first 6 episodes finished breath gave five stars although saw uncomfortable description human nature realistic really like old man ali died especially depressed two episodes bit especially last episode feels pull think tv series still ceiling hungry games moving labyrine better hungry games moving maze,427,78,Positive
1112,greed human nature lot online said relaxed pleasant content obabs humor moments first slap face played new height established new pattern small piece drama cheng xun played every time expression different beginning shocked hair satisfied last victory joy whole table,424,79,Positive
1113,_____ total nine episodes first quarter reading time day feel drama great 1 drama bit like country land pulling bunch people participating losing direct death differential similar alien behavior let think series called gambling silent record pulling people like gambling,426,78,Positive
1116,maybe look forward much drama really like drama type theme wonderful bugs characters also shaped old man feel like behindthescenes first played thoughts vote x speechless thought thought result indeed several games,388,73,Positive
1117,plot dragged several lenses antiswift logic selfcontained focus focus details detail 1 map structure society personal choice tragedy named choice interpretation 001 tragedy caused environment evil humanity summation invalid like simply saying poor hills,417,74,Positive
1118,squidgame director hwangdonghyuk story introduction everything 456 people fallen financial dilepsings life invited participate mysterious survival competition engaged life participation series traditional childrens games deadly highrisk exchange 456 billion 385 million bonuses ultimately bonus belong winner,446,69,Positive
1119,male protagonist didnt expect someone move directly work bridge fact bridge seen mens holy people always helpless kind people screening however first two episodes conveyed much express unsatisfactory side leads final figure also one biggest problems drama theme,433,77,Positive
